location,timestamp,median_price,TIME_REF
Gisborne,2002-06-30,107000,2002.06
Gisborne,2002-07-31,85000,2002.07
Gisborne,2002-08-31,105000,2002.08
Gisborne,2002-09-30,120000,2002.09
Gisborne,2002-10-31,89000,2002.10
Gisborne,2002-11-30,106000,2002.11
Gisborne,2002-12-31,107000,2002.12
Gisborne,2003-01-31,123000,2003.01
Gisborne,2003-02-28,99000,2003.02
Gisborne,2003-03-31,118000,2003.03
Gisborne,2003-04-30,120000,2003.04
Gisborne,2003-05-31,110000,2003.05
Gisborne,2003-06-30,113000,2003.06
Gisborne,2003-07-31,110000,2003.07
Gisborne,2003-08-31,115000,2003.08
Gisborne,2003-09-30,130000,2003.09
Gisborne,2003-10-31,120000,2003.10
Gisborne,2003-11-30,127000,2003.11
Gisborne,2003-12-31,119000,2003.12
Gisborne,2004-01-31,116000,2004.01
Gisborne,2004-02-29,113000,2004.02
Gisborne,2004-03-31,122000,2004.03
Gisborne,2004-04-30,123000,2004.04
Gisborne,2004-05-31,140000,2004.05
Gisborne,2004-06-30,120000,2004.06
Gisborne,2004-07-31,140000,2004.07
Gisborne,2004-08-31,126250,2004.08
Gisborne,2004-09-30,131000,2004.09
Gisborne,2004-10-31,145000,2004.10
Gisborne,2004-11-30,139000,2004.11
Gisborne,2004-12-31,159000,2004.12
Gisborne,2005-01-31,155000,2005.01
Gisborne,2005-02-28,162000,2005.02
Gisborne,2005-03-31,185000,2005.03
Gisborne,2005-04-30,165000,2005.04
Gisborne,2005-05-31,185000,2005.05
Gisborne,2005-06-30,185000,2005.06
Gisborne,2005-07-31,210000,2005.07
Gisborne,2005-08-31,162500,2005.08
Gisborne,2005-09-30,180000,2005.09
Gisborne,2005-10-31,202800,2005.10
Gisborne,2005-11-30,225000,2005.11
Gisborne,2005-12-31,200000,2005.12
Gisborne,2006-01-31,205000,2006.01
Gisborne,2006-02-28,218000,2006.02
Gisborne,2006-03-31,213000,2006.03
Gisborne,2006-04-30,207000,2006.04
Gisborne,2006-05-31,240000,2006.05
Gisborne,2006-06-30,195000,2006.06
Gisborne,2006-07-31,210000,2006.07
Gisborne,2006-08-31,220500,2006.08
Gisborne,2006-09-30,210000,2006.09
Gisborne,2006-10-31,225000,2006.10
Gisborne,2006-11-30,242000,2006.11
Gisborne,2006-12-31,220000,2006.12
Gisborne,2007-01-31,243000,2007.01
Gisborne,2007-02-28,255000,2007.02
Gisborne,2007-03-31,260000,2007.03
Gisborne,2007-04-30,270000,2007.04
Gisborne,2007-05-31,253000,2007.05
Gisborne,2007-06-30,262000,2007.06
Gisborne,2007-07-31,300000,2007.07
Gisborne,2007-08-31,300000,2007.08
Gisborne,2007-09-30,247500,2007.09
Gisborne,2007-10-31,280000,2007.10
Gisborne,2007-11-30,252000,2007.11
Gisborne,2007-12-31,255000,2007.12
Gisborne,2008-01-31,276000,2008.01
Gisborne,2008-02-29,279000,2008.02
Gisborne,2008-03-31,235000,2008.03
Gisborne,2008-04-30,222000,2008.04
Gisborne,2008-05-31,200000,2008.05
Gisborne,2008-06-30,227500,2008.06
Gisborne,2008-07-31,220000,2008.07
Gisborne,2008-08-31,282000,2008.08
Gisborne,2008-09-30,215000,2008.09
Gisborne,2008-10-31,229000,2008.10
Gisborne,2008-11-30,245000,2008.11
Gisborne,2008-12-31,240000,2008.12
Gisborne,2009-01-31,255000,2009.01
Gisborne,2009-02-28,268000,2009.02
Gisborne,2009-03-31,207000,2009.03
Gisborne,2009-04-30,250000,2009.04
Gisborne,2009-05-31,228000,2009.05
Gisborne,2009-06-30,209500,2009.06
Gisborne,2009-07-31,250000,2009.07
Gisborne,2009-08-31,280000,2009.08
Gisborne,2009-09-30,220000,2009.09
Gisborne,2009-10-31,265000,2009.10
Gisborne,2009-11-30,249000,2009.11
Gisborne,2009-12-31,250000,2009.12
Gisborne,2010-01-31,245000,2010.01
Gisborne,2010-02-28,310000,2010.02
Gisborne,2010-03-31,245000,2010.03
Gisborne,2010-04-30,225000,2010.04
Gisborne,2010-05-31,258000,2010.05
Gisborne,2010-06-30,268000,2010.06
Gisborne,2010-07-31,235000,2010.07
Gisborne,2010-08-31,210000,2010.08
Gisborne,2010-09-30,210000,2010.09
Gisborne,2010-10-31,239425,2010.10
Gisborne,2010-11-30,263000,2010.11
Gisborne,2010-12-31,223000,2010.12
Gisborne,2011-01-31,195000,2011.01
Gisborne,2011-02-28,240000,2011.02
Gisborne,2011-03-31,220000,2011.03
Gisborne,2011-04-30,215000,2011.04
Gisborne,2011-05-31,240000,2011.05
Gisborne,2011-06-30,260000,2011.06
Gisborne,2011-07-31,205100,2011.07
Gisborne,2011-08-31,240000,2011.08
Gisborne,2011-09-30,220000,2011.09
Gisborne,2011-10-31,230000,2011.10
Gisborne,2011-11-30,242000,2011.11
Gisborne,2011-12-31,225000,2011.12
Gisborne,2012-01-31,212000,2012.01
Gisborne,2012-02-29,220000,2012.02
Gisborne,2012-03-31,240000,2012.03
Gisborne,2012-04-30,230000,2012.04
Gisborne,2012-05-31,200000,2012.05
Gisborne,2012-06-30,189500,2012.06
Gisborne,2012-07-31,190000,2012.07
Gisborne,2012-08-31,196000,2012.08
Gisborne,2012-09-30,227500,2012.09
Gisborne,2012-10-31,250000,2012.10
Gisborne,2012-11-30,236000,2012.11
Gisborne,2012-12-31,230000,2012.12
Gisborne,2013-01-31,274000,2013.01
Gisborne,2013-02-28,218000,2013.02
Gisborne,2013-03-31,240000,2013.03
Gisborne,2013-04-30,230000,2013.04
Gisborne,2013-05-31,230000,2013.05
Gisborne,2013-06-30,205000,2013.06
Gisborne,2013-07-31,197000,2013.07
Gisborne,2013-08-31,218000,2013.08
Gisborne,2013-09-30,207000,2013.09
Gisborne,2013-10-31,209000,2013.10
Gisborne,2013-11-30,250000,2013.11
Gisborne,2013-12-31,270500,2013.12
Gisborne,2014-01-31,230000,2014.01
Gisborne,2014-02-28,229000,2014.02
Gisborne,2014-03-31,220000,2014.03
Gisborne,2014-04-30,236000,2014.04
Gisborne,2014-05-31,225000,2014.05
Gisborne,2014-06-30,233500,2014.06
Gisborne,2014-07-31,245500,2014.07
Gisborne,2014-08-31,245000,2014.08
Gisborne,2014-09-30,215000,2014.09
Gisborne,2014-10-31,276000,2014.10
Gisborne,2014-11-30,265000,2014.11
Gisborne,2014-12-31,250000,2014.12
Gisborne,2015-01-31,239000,2015.01
Gisborne,2015-02-28,220000,2015.02
Gisborne,2015-03-31,224000,2015.03
Gisborne,2015-04-30,232000,2015.04
Gisborne,2015-05-31,257000,2015.05
Gisborne,2015-06-30,208000,2015.06
Gisborne,2015-07-31,235000,2015.07
Gisborne,2015-08-31,225000,2015.08
Gisborne,2015-09-30,220000,2015.09
Gisborne,2015-10-31,240000,2015.10
Gisborne,2015-11-30,220000,2015.11
Gisborne,2015-12-31,232000,2015.12
Gisborne,2016-01-31,270000,2016.01
Gisborne,2016-02-29,215000,2016.02
Gisborne,2016-03-31,230000,2016.03
Gisborne,2016-04-30,236000,2016.04
Gisborne,2016-05-31,226500,2016.05
Gisborne,2016-06-30,244000,2016.06
Gisborne,2016-07-31,250000,2016.07
Gisborne,2016-08-31,265000,2016.08
Gisborne,2016-09-30,235000,2016.09
Gisborne,2016-10-31,263000,2016.10
Gisborne,2016-11-30,262000,2016.11
Gisborne,2016-12-31,285000,2016.12
Gisborne,2017-01-31,272000,2017.01
Gisborne,2017-02-28,320000,2017.02
Gisborne,2017-03-31,280000,2017.03
Gisborne,2017-04-30,280000,2017.04
Gisborne,2017-05-31,296000,2017.05
Gisborne,2017-06-30,260000,2017.06
Gisborne,2017-07-31,305000,2017.07
Gisborne,2017-08-31,235000,2017.08
Gisborne,2017-09-30,270000,2017.09
Gisborne,2017-10-31,310000,2017.10
Gisborne,2017-11-30,295000,2017.11
Gisborne,2017-12-31,294000,2017.12
Gisborne,2018-01-31,275000,2018.01
Gisborne,2018-02-28,310000,2018.02
Gisborne,2018-03-31,330000,2018.03
Gisborne,2018-04-30,312000,2018.04
Gisborne,2018-05-31,285000,2018.05
Gisborne,2018-06-30,330000,2018.06
Gisborne,2018-07-31,305500,2018.07
Gisborne,2018-08-31,335000,2018.08
Gisborne,2018-09-30,342500,2018.09
Gisborne,2018-10-31,310000,2018.10
Gisborne,2018-11-30,341600,2018.11
Gisborne,2018-12-31,338000,2018.12
Gisborne,2019-01-31,333000,2019.01
Gisborne,2019-02-28,390000,2019.02
Gisborne,2019-03-31,380000,2019.03
Gisborne,2019-04-30,358000,2019.04
Gisborne,2019-05-31,440000,2019.05
Gisborne,2019-06-30,340000,2019.06
Gisborne,2019-07-31,355099,2019.07
Gisborne,2019-08-31,420000,2019.08
Gisborne,2019-09-30,384000,2019.09
Gisborne,2019-10-31,425000,2019.10
Gisborne,2019-11-30,389000,2019.11
Gisborne,2019-12-31,410000,2019.12
Gisborne,2020-01-31,400000,2020.01
Gisborne,2020-02-29,450000,2020.02
Gisborne,2020-03-31,401618,2020.03
Gisborne,2020-04-30,400000,2020.04
Gisborne,2020-05-31,415000,2020.05
Gisborne,2020-06-30,440000,2020.06
Gisborne,2020-07-31,480750,2020.07
Gisborne,2020-08-31,460000,2020.08
Gisborne,2020-09-30,560000,2020.09
Gisborne,2020-10-31,570000,2020.10
Gisborne,2020-11-30,530000,2020.11
Gisborne,2020-12-31,590000,2020.12
Gisborne,2021-01-31,500000,2021.01
Gisborne,2021-02-28,595000,2021.02
Hawke's Bay,1992-01-31,85000,1992.01
Hawke's Bay,1992-02-29,89000,1992.02
Hawke's Bay,1992-03-31,90000,1992.03
Hawke's Bay,1992-04-30,82000,1992.04
Hawke's Bay,1992-05-31,91000,1992.05
Hawke's Bay,1992-06-30,88000,1992.06
Hawke's Bay,1992-07-31,85000,1992.07
Hawke's Bay,1992-08-31,93000,1992.08
Hawke's Bay,1992-09-30,92500,1992.09
Hawke's Bay,1992-10-31,94000,1992.10
Hawke's Bay,1992-11-30,94000,1992.11
Hawke's Bay,1992-12-31,92000,1992.12
Hawke's Bay,1993-01-31,96000,1993.01
Hawke's Bay,1993-02-28,95000,1993.02
Hawke's Bay,1993-03-31,95500,1993.03
Hawke's Bay,1993-04-30,96000,1993.04
Hawke's Bay,1993-05-31,105000,1993.05
Hawke's Bay,1993-06-30,105000,1993.06
Hawke's Bay,1993-07-31,105000,1993.07
Hawke's Bay,1993-08-31,109000,1993.08
Hawke's Bay,1993-09-30,108000,1993.09
Hawke's Bay,1993-10-31,109000,1993.10
Hawke's Bay,1993-11-30,110000,1993.11
Hawke's Bay,1993-12-31,110000,1993.12
Hawke's Bay,1994-01-31,110000,1994.01
Hawke's Bay,1994-02-28,115000,1994.02
Hawke's Bay,1994-03-31,118000,1994.03
Hawke's Bay,1994-04-30,118000,1994.04
Hawke's Bay,1994-05-31,113000,1994.05
Hawke's Bay,1994-06-30,109000,1994.06
Hawke's Bay,1994-07-31,117400,1994.07
Hawke's Bay,1994-08-31,112000,1994.08
Hawke's Bay,1994-09-30,121000,1994.09
Hawke's Bay,1994-10-31,115500,1994.10
Hawke's Bay,1994-11-30,118000,1994.11
Hawke's Bay,1994-12-31,125000,1994.12
Hawke's Bay,1995-01-31,115000,1995.01
Hawke's Bay,1995-02-28,112500,1995.02
Hawke's Bay,1995-03-31,115000,1995.03
Hawke's Bay,1995-04-30,116000,1995.04
Hawke's Bay,1995-05-31,110500,1995.05
Hawke's Bay,1995-06-30,118000,1995.06
Hawke's Bay,1995-07-31,110500,1995.07
Hawke's Bay,1995-08-31,120000,1995.08
Hawke's Bay,1995-09-30,117000,1995.09
Hawke's Bay,1995-10-31,118000,1995.10
Hawke's Bay,1995-11-30,117000,1995.11
Hawke's Bay,1995-12-31,122500,1995.12
Hawke's Bay,1996-01-31,124000,1996.01
Hawke's Bay,1996-02-29,127000,1996.02
Hawke's Bay,1996-03-31,120000,1996.03
Hawke's Bay,1996-04-30,125000,1996.04
Hawke's Bay,1996-05-31,120000,1996.05
Hawke's Bay,1996-06-30,115000,1996.06
Hawke's Bay,1996-07-31,120000,1996.07
Hawke's Bay,1996-08-31,122000,1996.08
Hawke's Bay,1996-09-30,123000,1996.09
Hawke's Bay,1996-10-31,122000,1996.10
Hawke's Bay,1996-11-30,120000,1996.11
Hawke's Bay,1996-12-31,123000,1996.12
Hawke's Bay,1997-01-31,126000,1997.01
Hawke's Bay,1997-02-28,125500,1997.02
Hawke's Bay,1997-03-31,124000,1997.03
Hawke's Bay,1997-04-30,130000,1997.04
Hawke's Bay,1997-05-31,128500,1997.05
Hawke's Bay,1997-06-30,123000,1997.06
Hawke's Bay,1997-07-31,123000,1997.07
Hawke's Bay,1997-08-31,125000,1997.08
Hawke's Bay,1997-09-30,120000,1997.09
Hawke's Bay,1997-10-31,120000,1997.10
Hawke's Bay,1997-11-30,125000,1997.11
Hawke's Bay,1997-12-31,125000,1997.12
Hawke's Bay,1998-01-31,135000,1998.01
Hawke's Bay,1998-02-28,130000,1998.02
Hawke's Bay,1998-03-31,129000,1998.03
Hawke's Bay,1998-04-30,118000,1998.04
Hawke's Bay,1998-05-31,124000,1998.05
Hawke's Bay,1998-06-30,125500,1998.06
Hawke's Bay,1998-07-31,123000,1998.07
Hawke's Bay,1998-08-31,122000,1998.08
Hawke's Bay,1998-09-30,124500,1998.09
Hawke's Bay,1998-10-31,124000,1998.10
Hawke's Bay,1998-11-30,127000,1998.11
Hawke's Bay,1998-12-31,126000,1998.12
Hawke's Bay,1999-01-31,126000,1999.01
Hawke's Bay,1999-02-28,135000,1999.02
Hawke's Bay,1999-03-31,128000,1999.03
Hawke's Bay,1999-04-30,133000,1999.04
Hawke's Bay,1999-05-31,128000,1999.05
Hawke's Bay,1999-06-30,132000,1999.06
Hawke's Bay,1999-07-31,125000,1999.07
Hawke's Bay,1999-08-31,119000,1999.08
Hawke's Bay,1999-09-30,125000,1999.09
Hawke's Bay,1999-10-31,130000,1999.10
Hawke's Bay,1999-11-30,127000,1999.11
Hawke's Bay,1999-12-31,130000,1999.12
Hawke's Bay,2000-01-31,126000,2000.01
Hawke's Bay,2000-02-29,127500,2000.02
Hawke's Bay,2000-03-31,123000,2000.03
Hawke's Bay,2000-04-30,136000,2000.04
Hawke's Bay,2000-05-31,125000,2000.05
Hawke's Bay,2000-06-30,118000,2000.06
Hawke's Bay,2000-07-31,124000,2000.07
Hawke's Bay,2000-08-31,138000,2000.08
Hawke's Bay,2000-09-30,130500,2000.09
Hawke's Bay,2000-10-31,137000,2000.10
Hawke's Bay,2000-11-30,132000,2000.11
Hawke's Bay,2000-12-31,131000,2000.12
Hawke's Bay,2001-01-31,138000,2001.01
Hawke's Bay,2001-02-28,133000,2001.02
Hawke's Bay,2001-03-31,130000,2001.03
Hawke's Bay,2001-04-30,130000,2001.04
Hawke's Bay,2001-05-31,125500,2001.05
Hawke's Bay,2001-06-30,130000,2001.06
Hawke's Bay,2001-07-31,138000,2001.07
Hawke's Bay,2001-08-31,126000,2001.08
Hawke's Bay,2001-09-30,134000,2001.09
Hawke's Bay,2001-10-31,133500,2001.10
Hawke's Bay,2001-11-30,138500,2001.11
Hawke's Bay,2001-12-31,140000,2001.12
Hawke's Bay,2002-01-31,135000,2002.01
Hawke's Bay,2002-02-28,140000,2002.02
Hawke's Bay,2002-03-31,145000,2002.03
Hawke's Bay,2002-04-30,134000,2002.04
Hawke's Bay,2002-05-31,135000,2002.05
Hawke's Bay,2002-06-30,133000,2002.06
Hawke's Bay,2002-07-31,140000,2002.07
Hawke's Bay,2002-08-31,135000,2002.08
Hawke's Bay,2002-09-30,138500,2002.09
Hawke's Bay,2002-10-31,135000,2002.10
Hawke's Bay,2002-11-30,155000,2002.11
Hawke's Bay,2002-12-31,160000,2002.12
Hawke's Bay,2003-01-31,146000,2003.01
Hawke's Bay,2003-02-28,145000,2003.02
Hawke's Bay,2003-03-31,150500,2003.03
Hawke's Bay,2003-04-30,158000,2003.04
Hawke's Bay,2003-05-31,168000,2003.05
Hawke's Bay,2003-06-30,155000,2003.06
Hawke's Bay,2003-07-31,167000,2003.07
Hawke's Bay,2003-08-31,172500,2003.08
Hawke's Bay,2003-09-30,173000,2003.09
Hawke's Bay,2003-10-31,179000,2003.10
Hawke's Bay,2003-11-30,185000,2003.11
Hawke's Bay,2003-12-31,185000,2003.12
Hawke's Bay,2004-01-31,197000,2004.01
Hawke's Bay,2004-02-29,187500,2004.02
Hawke's Bay,2004-03-31,200000,2004.03
Hawke's Bay,2004-04-30,215000,2004.04
Hawke's Bay,2004-05-31,209000,2004.05
Hawke's Bay,2004-06-30,225000,2004.06
Hawke's Bay,2004-07-31,198000,2004.07
Hawke's Bay,2004-08-31,215000,2004.08
Hawke's Bay,2004-09-30,200000,2004.09
Hawke's Bay,2004-10-31,228000,2004.10
Hawke's Bay,2004-11-30,243000,2004.11
Hawke's Bay,2004-12-31,235000,2004.12
Hawke's Bay,2005-01-31,247000,2005.01
Hawke's Bay,2005-02-28,246000,2005.02
Hawke's Bay,2005-03-31,251500,2005.03
Hawke's Bay,2005-04-30,241000,2005.04
Hawke's Bay,2005-05-31,250000,2005.05
Hawke's Bay,2005-06-30,245000,2005.06
Hawke's Bay,2005-07-31,255250,2005.07
Hawke's Bay,2005-08-31,250000,2005.08
Hawke's Bay,2005-09-30,258000,2005.09
Hawke's Bay,2005-10-31,260000,2005.10
Hawke's Bay,2005-11-30,275000,2005.11
Hawke's Bay,2005-12-31,269000,2005.12
Hawke's Bay,2006-01-31,262500,2006.01
Hawke's Bay,2006-02-28,260000,2006.02
Hawke's Bay,2006-03-31,280500,2006.03
Hawke's Bay,2006-04-30,260000,2006.04
Hawke's Bay,2006-05-31,260000,2006.05
Hawke's Bay,2006-06-30,265000,2006.06
Hawke's Bay,2006-07-31,271000,2006.07
Hawke's Bay,2006-08-31,260000,2006.08
Hawke's Bay,2006-09-30,270000,2006.09
Hawke's Bay,2006-10-31,280000,2006.10
Hawke's Bay,2006-11-30,280000,2006.11
Hawke's Bay,2006-12-31,270000,2006.12
Hawke's Bay,2007-01-31,290000,2007.01
Hawke's Bay,2007-02-28,287000,2007.02
Hawke's Bay,2007-03-31,275000,2007.03
Hawke's Bay,2007-04-30,285000,2007.04
Hawke's Bay,2007-05-31,289000,2007.05
Hawke's Bay,2007-06-30,277000,2007.06
Hawke's Bay,2007-07-31,294000,2007.07
Hawke's Bay,2007-08-31,284000,2007.08
Hawke's Bay,2007-09-30,303000,2007.09
Hawke's Bay,2007-10-31,275000,2007.10
Hawke's Bay,2007-11-30,290000,2007.11
Hawke's Bay,2007-12-31,306000,2007.12
Hawke's Bay,2008-01-31,281000,2008.01
Hawke's Bay,2008-02-29,275000,2008.02
Hawke's Bay,2008-03-31,277000,2008.03
Hawke's Bay,2008-04-30,280000,2008.04
Hawke's Bay,2008-05-31,275000,2008.05
Hawke's Bay,2008-06-30,270000,2008.06
Hawke's Bay,2008-07-31,285000,2008.07
Hawke's Bay,2008-08-31,273500,2008.08
Hawke's Bay,2008-09-30,280000,2008.09
Hawke's Bay,2008-10-31,265000,2008.10
Hawke's Bay,2008-11-30,300000,2008.11
Hawke's Bay,2008-12-31,270000,2008.12
Hawke's Bay,2009-01-31,265000,2009.01
Hawke's Bay,2009-02-28,270000,2009.02
Hawke's Bay,2009-03-31,273500,2009.03
Hawke's Bay,2009-04-30,274500,2009.04
Hawke's Bay,2009-05-31,268000,2009.05
Hawke's Bay,2009-06-30,283000,2009.06
Hawke's Bay,2009-07-31,278000,2009.07
Hawke's Bay,2009-08-31,256000,2009.08
Hawke's Bay,2009-09-30,270000,2009.09
Hawke's Bay,2009-10-31,276000,2009.10
Hawke's Bay,2009-11-30,282000,2009.11
Hawke's Bay,2009-12-31,300000,2009.12
Hawke's Bay,2010-01-31,298000,2010.01
Hawke's Bay,2010-02-28,290000,2010.02
Hawke's Bay,2010-03-31,280000,2010.03
Hawke's Bay,2010-04-30,287000,2010.04
Hawke's Bay,2010-05-31,282500,2010.05
Hawke's Bay,2010-06-30,295000,2010.06
Hawke's Bay,2010-07-31,271000,2010.07
Hawke's Bay,2010-08-31,280000,2010.08
Hawke's Bay,2010-09-30,273500,2010.09
Hawke's Bay,2010-10-31,292000,2010.10
Hawke's Bay,2010-11-30,275000,2010.11
Hawke's Bay,2010-12-31,292000,2010.12
Hawke's Bay,2011-01-31,275000,2011.01
Hawke's Bay,2011-02-28,290000,2011.02
Hawke's Bay,2011-03-31,268000,2011.03
Hawke's Bay,2011-04-30,276000,2011.04
Hawke's Bay,2011-05-31,271000,2011.05
Hawke's Bay,2011-06-30,262000,2011.06
Hawke's Bay,2011-07-31,276000,2011.07
Hawke's Bay,2011-08-31,254000,2011.08
Hawke's Bay,2011-09-30,280000,2011.09
Hawke's Bay,2011-10-31,262500,2011.10
Hawke's Bay,2011-11-30,290000,2011.11
Hawke's Bay,2011-12-31,285000,2011.12
Hawke's Bay,2012-01-31,280000,2012.01
Hawke's Bay,2012-02-29,292000,2012.02
Hawke's Bay,2012-03-31,280000,2012.03
Hawke's Bay,2012-04-30,295000,2012.04
Hawke's Bay,2012-05-31,278000,2012.05
Hawke's Bay,2012-06-30,270000,2012.06
Hawke's Bay,2012-07-31,270000,2012.07
Hawke's Bay,2012-08-31,260000,2012.08
Hawke's Bay,2012-09-30,280000,2012.09
Hawke's Bay,2012-10-31,260000,2012.10
Hawke's Bay,2012-11-30,280000,2012.11
Hawke's Bay,2012-12-31,275000,2012.12
Hawke's Bay,2013-01-31,280000,2013.01
Hawke's Bay,2013-02-28,296000,2013.02
Hawke's Bay,2013-03-31,282000,2013.03
Hawke's Bay,2013-04-30,290000,2013.04
Hawke's Bay,2013-05-31,291500,2013.05
Hawke's Bay,2013-06-30,277500,2013.06
Hawke's Bay,2013-07-31,280000,2013.07
Hawke's Bay,2013-08-31,295000,2013.08
Hawke's Bay,2013-09-30,280000,2013.09
Hawke's Bay,2013-10-31,275200,2013.10
Hawke's Bay,2013-11-30,283000,2013.11
Hawke's Bay,2013-12-31,295000,2013.12
Hawke's Bay,2014-01-31,280000,2014.01
Hawke's Bay,2014-02-28,315000,2014.02
Hawke's Bay,2014-03-31,290000,2014.03
Hawke's Bay,2014-04-30,280000,2014.04
Hawke's Bay,2014-05-31,287000,2014.05
Hawke's Bay,2014-06-30,282000,2014.06
Hawke's Bay,2014-07-31,272000,2014.07
Hawke's Bay,2014-08-31,300000,2014.08
Hawke's Bay,2014-09-30,275000,2014.09
Hawke's Bay,2014-10-31,296750,2014.10
Hawke's Bay,2014-11-30,300200,2014.11
Hawke's Bay,2014-12-31,295000,2014.12
Hawke's Bay,2015-01-31,290000,2015.01
Hawke's Bay,2015-02-28,292500,2015.02
Hawke's Bay,2015-03-31,285000,2015.03
Hawke's Bay,2015-04-30,315000,2015.04
Hawke's Bay,2015-05-31,299000,2015.05
Hawke's Bay,2015-06-30,290000,2015.06
Hawke's Bay,2015-07-31,300000,2015.07
Hawke's Bay,2015-08-31,290000,2015.08
Hawke's Bay,2015-09-30,292000,2015.09
Hawke's Bay,2015-10-31,320000,2015.10
Hawke's Bay,2015-11-30,310000,2015.11
Hawke's Bay,2015-12-31,320000,2015.12
Hawke's Bay,2016-01-31,321000,2016.01
Hawke's Bay,2016-02-29,338000,2016.02
Hawke's Bay,2016-03-31,317000,2016.03
Hawke's Bay,2016-04-30,340000,2016.04
Hawke's Bay,2016-05-31,323000,2016.05
Hawke's Bay,2016-06-30,320000,2016.06
Hawke's Bay,2016-07-31,318000,2016.07
Hawke's Bay,2016-08-31,340000,2016.08
Hawke's Bay,2016-09-30,331500,2016.09
Hawke's Bay,2016-10-31,342000,2016.10
Hawke's Bay,2016-11-30,352200,2016.11
Hawke's Bay,2016-12-31,355000,2016.12
Hawke's Bay,2017-01-31,370000,2017.01
Hawke's Bay,2017-02-28,375000,2017.02
Hawke's Bay,2017-03-31,398500,2017.03
Hawke's Bay,2017-04-30,385000,2017.04
Hawke's Bay,2017-05-31,380000,2017.05
Hawke's Bay,2017-06-30,373000,2017.06
Hawke's Bay,2017-07-31,400000,2017.07
Hawke's Bay,2017-08-31,405000,2017.08
Hawke's Bay,2017-09-30,392000,2017.09
Hawke's Bay,2017-10-31,395500,2017.10
Hawke's Bay,2017-11-30,420000,2017.11
Hawke's Bay,2017-12-31,418000,2017.12
Hawke's Bay,2018-01-31,430000,2018.01
Hawke's Bay,2018-02-28,444000,2018.02
Hawke's Bay,2018-03-31,445000,2018.03
Hawke's Bay,2018-04-30,430000,2018.04
Hawke's Bay,2018-05-31,430000,2018.05
Hawke's Bay,2018-06-30,430000,2018.06
Hawke's Bay,2018-07-31,430000,2018.07
Hawke's Bay,2018-08-31,445000,2018.08
Hawke's Bay,2018-09-30,441000,2018.09
Hawke's Bay,2018-10-31,460000,2018.10
Hawke's Bay,2018-11-30,470000,2018.11
Hawke's Bay,2018-12-31,454000,2018.12
Hawke's Bay,2019-01-31,450000,2019.01
Hawke's Bay,2019-02-28,472500,2019.02
Hawke's Bay,2019-03-31,490000,2019.03
Hawke's Bay,2019-04-30,465000,2019.04
Hawke's Bay,2019-05-31,470000,2019.05
Hawke's Bay,2019-06-30,475500,2019.06
Hawke's Bay,2019-07-31,468000,2019.07
Hawke's Bay,2019-08-31,495000,2019.08
Hawke's Bay,2019-09-30,500000,2019.09
