location,timestamp,median_price,TIME_REF
Waikato,2008-12-31,310000,2008.12
Waikato,2009-01-31,292000,2009.01
Waikato,2009-02-28,312000,2009.02
Waikato,2009-03-31,310000,2009.03
Waikato,2009-04-30,312000,2009.04
Waikato,2009-05-31,310000,2009.05
Waikato,2009-06-30,320000,2009.06
Waikato,2009-07-31,322000,2009.07
Waikato,2009-08-31,325000,2009.08
Waikato,2009-09-30,310000,2009.09
Waikato,2009-10-31,325000,2009.10
Waikato,2009-11-30,318000,2009.11
Waikato,2009-12-31,335000,2009.12
Waikato,2010-01-31,320000,2010.01
Waikato,2010-02-28,320000,2010.02
Waikato,2010-03-31,316000,2010.03
Waikato,2010-04-30,310000,2010.04
Waikato,2010-05-31,315000,2010.05
Waikato,2010-06-30,333000,2010.06
Waikato,2010-07-31,318000,2010.07
Waikato,2010-08-31,302500,2010.08
Waikato,2010-09-30,315000,2010.09
Waikato,2010-10-31,310000,2010.10
Waikato,2010-11-30,315000,2010.11
Waikato,2010-12-31,315000,2010.12
Waikato,2011-01-31,315000,2011.01
Waikato,2011-02-28,310000,2011.02
Waikato,2011-03-31,300000,2011.03
Waikato,2011-04-30,310000,2011.04
Waikato,2011-05-31,315000,2011.05
Waikato,2011-06-30,305000,2011.06
Waikato,2011-07-31,305000,2011.07
Waikato,2011-08-31,310000,2011.08
Waikato,2011-09-30,303000,2011.09
Waikato,2011-10-31,306000,2011.10
Waikato,2011-11-30,305000,2011.11
Waikato,2011-12-31,318000,2011.12
Waikato,2012-01-31,297500,2012.01
Waikato,2012-02-29,315000,2012.02
Waikato,2012-03-31,307500,2012.03
Waikato,2012-04-30,307500,2012.04
Waikato,2012-05-31,311000,2012.05
Waikato,2012-06-30,325000,2012.06
Waikato,2012-07-31,299000,2012.07
Waikato,2012-08-31,310000,2012.08
Waikato,2012-09-30,307500,2012.09
Waikato,2012-10-31,312000,2012.10
Waikato,2012-11-30,323000,2012.11
Waikato,2012-12-31,320000,2012.12
Waikato,2013-01-31,319000,2013.01
Waikato,2013-02-28,315000,2013.02
Waikato,2013-03-31,325000,2013.03
Waikato,2013-04-30,315000,2013.04
Waikato,2013-05-31,310000,2013.05
Waikato,2013-06-30,310000,2013.06
Waikato,2013-07-31,310000,2013.07
Waikato,2013-08-31,315000,2013.08
Waikato,2013-09-30,328000,2013.09
Waikato,2013-10-31,338700,2013.10
Waikato,2013-11-30,343000,2013.11
Waikato,2013-12-31,345000,2013.12
Waikato,2014-01-31,337859,2014.01
Waikato,2014-02-28,330000,2014.02
Waikato,2014-03-31,345750,2014.03
Waikato,2014-04-30,335000,2014.04
Waikato,2014-05-31,325000,2014.05
Waikato,2014-06-30,321500,2014.06
Waikato,2014-07-31,317500,2014.07
Waikato,2014-08-31,317000,2014.08
Waikato,2014-09-30,324600,2014.09
Waikato,2014-10-31,332000,2014.10
Waikato,2014-11-30,356000,2014.11
Waikato,2014-12-31,345000,2014.12
Waikato,2015-01-31,335000,2015.01
Waikato,2015-02-28,332500,2015.02
Waikato,2015-03-31,325000,2015.03
Waikato,2015-04-30,350000,2015.04
Waikato,2015-05-31,340000,2015.05
Waikato,2015-06-30,338000,2015.06
Waikato,2015-07-31,349000,2015.07
Waikato,2015-08-31,350000,2015.08
Waikato,2015-09-30,375000,2015.09
Waikato,2015-10-31,380000,2015.10
Waikato,2015-11-30,381000,2015.11
Waikato,2015-12-31,380000,2015.12
Waikato,2016-01-31,375000,2016.01
Waikato,2016-02-29,390000,2016.02
Waikato,2016-03-31,400000,2016.03
Waikato,2016-04-30,400000,2016.04
Waikato,2016-05-31,405000,2016.05
Waikato,2016-06-30,430000,2016.06
Waikato,2016-07-31,445000,2016.07
Waikato,2016-08-31,425000,2016.08
Waikato,2016-09-30,464000,2016.09
Waikato,2016-10-31,455000,2016.10
Waikato,2016-11-30,465000,2016.11
Waikato,2016-12-31,470000,2016.12
Waikato,2017-01-31,446000,2017.01
Waikato,2017-02-28,455000,2017.02
Waikato,2017-03-31,483500,2017.03
Waikato,2017-04-30,490500,2017.04
Waikato,2017-05-31,487500,2017.05
Waikato,2017-06-30,470000,2017.06
Waikato,2017-07-31,490000,2017.07
Waikato,2017-08-31,480000,2017.08
Waikato,2017-09-30,480000,2017.09
Waikato,2017-10-31,499000,2017.10
Waikato,2017-11-30,490000,2017.11
Waikato,2017-12-31,523000,2017.12
Waikato,2018-01-31,488500,2018.01
Waikato,2018-02-28,503000,2018.02
Waikato,2018-03-31,510000,2018.03
Waikato,2018-04-30,503000,2018.04
Waikato,2018-05-31,510000,2018.05
Waikato,2018-06-30,525000,2018.06
Waikato,2018-07-31,514000,2018.07
Waikato,2018-08-31,525000,2018.08
Waikato,2018-09-30,521000,2018.09
Waikato,2018-10-31,520000,2018.10
Waikato,2018-11-30,530000,2018.11
Waikato,2018-12-31,530000,2018.12
Waikato,2019-01-31,550000,2019.01
Waikato,2019-02-28,530000,2019.02
Waikato,2019-03-31,529000,2019.03
Waikato,2019-04-30,550000,2019.04
Waikato,2019-05-31,546000,2019.05
Waikato,2019-06-30,525000,2019.06
Waikato,2019-07-31,525300,2019.07
Waikato,2019-08-31,538000,2019.08
Waikato,2019-09-30,555000,2019.09
Waikato,2019-10-31,565000,2019.10
Waikato,2019-11-30,592000,2019.11
Waikato,2019-12-31,575000,2019.12
Waikato,2020-01-31,595000,2020.01
Waikato,2020-02-29,580000,2020.02
Waikato,2020-03-31,600000,2020.03
Waikato,2020-04-30,530000,2020.04
Waikato,2020-05-31,600000,2020.05
Waikato,2020-06-30,614500,2020.06
Waikato,2020-07-31,615000,2020.07
Waikato,2020-08-31,630000,2020.08
Waikato,2020-09-30,635000,2020.09
Waikato,2020-10-31,651500,2020.10
Waikato,2020-11-30,670000,2020.11
Waikato,2020-12-31,675000,2020.12
Waikato,2021-01-31,660000,2021.01
Waikato,2021-02-28,713500,2021.02
Bay of Plenty,1992-01-31,105000,1992.01
Bay of Plenty,1992-02-29,105000,1992.02
Bay of Plenty,1992-03-31,95000,1992.03
Bay of Plenty,1992-04-30,103000,1992.04
Bay of Plenty,1992-05-31,100000,1992.05
Bay of Plenty,1992-06-30,95000,1992.06
Bay of Plenty,1992-07-31,106000,1992.07
Bay of Plenty,1992-08-31,105000,1992.08
Bay of Plenty,1992-09-30,95000,1992.09
Bay of Plenty,1992-10-31,107500,1992.10
Bay of Plenty,1992-11-30,108000,1992.11
Bay of Plenty,1992-12-31,105000,1992.12
Bay of Plenty,1993-01-31,110000,1993.01
Bay of Plenty,1993-02-28,108000,1993.02
Bay of Plenty,1993-03-31,107750,1993.03
Bay of Plenty,1993-04-30,100000,1993.04
Bay of Plenty,1993-05-31,103500,1993.05
Bay of Plenty,1993-06-30,101000,1993.06
Bay of Plenty,1993-07-31,109500,1993.07
Bay of Plenty,1993-08-31,110000,1993.08
Bay of Plenty,1993-09-30,112000,1993.09
Bay of Plenty,1993-10-31,113000,1993.10
Bay of Plenty,1993-11-30,118500,1993.11
Bay of Plenty,1993-12-31,112000,1993.12
Bay of Plenty,1994-01-31,119000,1994.01
Bay of Plenty,1994-02-28,115000,1994.02
Bay of Plenty,1994-03-31,115500,1994.03
Bay of Plenty,1994-04-30,119000,1994.04
Bay of Plenty,1994-05-31,120000,1994.05
Bay of Plenty,1994-06-30,125000,1994.06
Bay of Plenty,1994-07-31,120000,1994.07
Bay of Plenty,1994-08-31,123000,1994.08
Bay of Plenty,1994-09-30,125000,1994.09
Bay of Plenty,1994-10-31,124000,1994.10
Bay of Plenty,1994-11-30,125000,1994.11
Bay of Plenty,1994-12-31,127000,1994.12
Bay of Plenty,1995-01-31,130000,1995.01
Bay of Plenty,1995-02-28,127500,1995.02
Bay of Plenty,1995-03-31,125000,1995.03
Bay of Plenty,1995-04-30,133000,1995.04
Bay of Plenty,1995-05-31,131000,1995.05
Bay of Plenty,1995-06-30,125000,1995.06
Bay of Plenty,1995-07-31,135000,1995.07
Bay of Plenty,1995-08-31,127750,1995.08
Bay of Plenty,1995-09-30,137000,1995.09
Bay of Plenty,1995-10-31,130000,1995.10
Bay of Plenty,1995-11-30,130000,1995.11
Bay of Plenty,1995-12-31,135000,1995.12
Bay of Plenty,1996-01-31,136888,1996.01
Bay of Plenty,1996-02-29,135000,1996.02
Bay of Plenty,1996-03-31,131000,1996.03
Bay of Plenty,1996-04-30,135000,1996.04
Bay of Plenty,1996-05-31,135000,1996.05
Bay of Plenty,1996-06-30,133670,1996.06
Bay of Plenty,1996-07-31,136000,1996.07
Bay of Plenty,1996-08-31,140000,1996.08
Bay of Plenty,1996-09-30,142000,1996.09
Bay of Plenty,1996-10-31,148000,1996.10
Bay of Plenty,1996-11-30,148000,1996.11
Bay of Plenty,1996-12-31,150000,1996.12
Bay of Plenty,1997-01-31,150000,1997.01
Bay of Plenty,1997-02-28,153500,1997.02
Bay of Plenty,1997-03-31,158000,1997.03
Bay of Plenty,1997-04-30,150000,1997.04
Bay of Plenty,1997-05-31,160000,1997.05
Bay of Plenty,1997-06-30,160500,1997.06
Bay of Plenty,1997-07-31,165000,1997.07
Bay of Plenty,1997-08-31,157500,1997.08
Bay of Plenty,1997-09-30,162000,1997.09
Bay of Plenty,1997-10-31,163000,1997.10
Bay of Plenty,1997-11-30,167000,1997.11
Bay of Plenty,1997-12-31,170000,1997.12
Bay of Plenty,1998-01-31,169000,1998.01
Bay of Plenty,1998-02-28,160000,1998.02
Bay of Plenty,1998-03-31,165000,1998.03
Bay of Plenty,1998-04-30,160000,1998.04
Bay of Plenty,1998-05-31,170000,1998.05
Bay of Plenty,1998-06-30,175000,1998.06
Bay of Plenty,1998-07-31,173000,1998.07
Bay of Plenty,1998-08-31,169500,1998.08
Bay of Plenty,1998-09-30,166000,1998.09
Bay of Plenty,1998-10-31,160500,1998.10
Bay of Plenty,1998-11-30,176000,1998.11
Bay of Plenty,1998-12-31,168000,1998.12
Bay of Plenty,1999-01-31,170000,1999.01
Bay of Plenty,1999-02-28,172500,1999.02
Bay of Plenty,1999-03-31,173000,1999.03
Bay of Plenty,1999-04-30,168000,1999.04
Bay of Plenty,1999-05-31,165000,1999.05
Bay of Plenty,1999-06-30,177000,1999.06
Bay of Plenty,1999-07-31,170000,1999.07
Bay of Plenty,1999-08-31,165000,1999.08
Bay of Plenty,1999-09-30,180000,1999.09
Bay of Plenty,1999-10-31,175000,1999.10
Bay of Plenty,1999-11-30,184000,1999.11
Bay of Plenty,1999-12-31,178000,1999.12
Bay of Plenty,2000-01-31,177000,2000.01
Bay of Plenty,2000-02-29,172000,2000.02
Bay of Plenty,2000-03-31,185000,2000.03
Bay of Plenty,2000-04-30,175000,2000.04
Bay of Plenty,2000-05-31,180000,2000.05
Bay of Plenty,2000-06-30,175000,2000.06
Bay of Plenty,2000-07-31,172500,2000.07
Bay of Plenty,2000-08-31,168000,2000.08
Bay of Plenty,2000-09-30,165000,2000.09
Bay of Plenty,2000-10-31,165000,2000.10
Bay of Plenty,2000-11-30,180000,2000.11
Bay of Plenty,2000-12-31,185000,2000.12
Bay of Plenty,2001-01-31,182500,2001.01
Bay of Plenty,2001-02-28,173500,2001.02
Bay of Plenty,2001-03-31,175000,2001.03
Bay of Plenty,2001-04-30,185000,2001.04
Bay of Plenty,2001-05-31,177000,2001.05
Bay of Plenty,2001-06-30,178000,2001.06
Bay of Plenty,2001-07-31,172500,2001.07
Bay of Plenty,2001-08-31,183000,2001.08
Bay of Plenty,2001-09-30,172500,2001.09
Bay of Plenty,2001-10-31,180000,2001.10
Bay of Plenty,2001-11-30,174000,2001.11
Bay of Plenty,2001-12-31,192500,2001.12
Bay of Plenty,2002-01-31,191000,2002.01
Bay of Plenty,2002-02-28,181000,2002.02
Bay of Plenty,2002-03-31,187000,2002.03
Bay of Plenty,2002-04-30,181000,2002.04
Bay of Plenty,2002-05-31,180000,2002.05
Bay of Plenty,2002-06-30,185000,2002.06
Bay of Plenty,2002-07-31,185000,2002.07
Bay of Plenty,2002-08-31,189000,2002.08
Bay of Plenty,2002-09-30,185000,2002.09
Bay of Plenty,2002-10-31,180000,2002.10
Bay of Plenty,2002-11-30,193000,2002.11
Bay of Plenty,2002-12-31,205000,2002.12
Bay of Plenty,2003-01-31,195000,2003.01
Bay of Plenty,2003-02-28,195000,2003.02
Bay of Plenty,2003-03-31,210000,2003.03
Bay of Plenty,2003-04-30,200000,2003.04
Bay of Plenty,2003-05-31,207000,2003.05
Bay of Plenty,2003-06-30,197500,2003.06
Bay of Plenty,2003-07-31,203000,2003.07
Bay of Plenty,2003-08-31,212000,2003.08
Bay of Plenty,2003-09-30,220000,2003.09
Bay of Plenty,2003-10-31,220000,2003.10
Bay of Plenty,2003-11-30,235000,2003.11
Bay of Plenty,2003-12-31,235000,2003.12
Bay of Plenty,2004-01-31,240000,2004.01
Bay of Plenty,2004-02-29,215000,2004.02
Bay of Plenty,2004-03-31,244000,2004.03
Bay of Plenty,2004-04-30,238000,2004.04
Bay of Plenty,2004-05-31,248500,2004.05
Bay of Plenty,2004-06-30,246000,2004.06
Bay of Plenty,2004-07-31,246000,2004.07
Bay of Plenty,2004-08-31,252500,2004.08
Bay of Plenty,2004-09-30,245000,2004.09
Bay of Plenty,2004-10-31,258000,2004.10
Bay of Plenty,2004-11-30,265000,2004.11
Bay of Plenty,2004-12-31,280000,2004.12
Bay of Plenty,2005-01-31,285000,2005.01
Bay of Plenty,2005-02-28,285000,2005.02
Bay of Plenty,2005-03-31,280000,2005.03
Bay of Plenty,2005-04-30,285000,2005.04
Bay of Plenty,2005-05-31,280000,2005.05
Bay of Plenty,2005-06-30,285000,2005.06
Bay of Plenty,2005-07-31,284750,2005.07
Bay of Plenty,2005-08-31,275000,2005.08
Bay of Plenty,2005-09-30,297000,2005.09
Bay of Plenty,2005-10-31,309000,2005.10
Bay of Plenty,2005-11-30,295000,2005.11
Bay of Plenty,2005-12-31,285000,2005.12
Bay of Plenty,2006-01-31,294000,2006.01
Bay of Plenty,2006-02-28,312000,2006.02
Bay of Plenty,2006-03-31,294000,2006.03
Bay of Plenty,2006-04-30,300000,2006.04
Bay of Plenty,2006-05-31,295000,2006.05
Bay of Plenty,2006-06-30,315000,2006.06
Bay of Plenty,2006-07-31,315000,2006.07
Bay of Plenty,2006-08-31,315000,2006.08
Bay of Plenty,2006-09-30,335000,2006.09
Bay of Plenty,2006-10-31,325000,2006.10
Bay of Plenty,2006-11-30,335500,2006.11
Bay of Plenty,2006-12-31,339000,2006.12
Bay of Plenty,2007-01-31,340000,2007.01
Bay of Plenty,2007-02-28,325000,2007.02
Bay of Plenty,2007-03-31,349000,2007.03
Bay of Plenty,2007-04-30,340000,2007.04
Bay of Plenty,2007-05-31,340000,2007.05
Bay of Plenty,2007-06-30,349000,2007.06
Bay of Plenty,2007-07-31,340000,2007.07
Bay of Plenty,2007-08-31,355000,2007.08
Bay of Plenty,2007-09-30,345000,2007.09
Bay of Plenty,2007-10-31,345000,2007.10
Bay of Plenty,2007-11-30,356000,2007.11
Bay of Plenty,2007-12-31,360000,2007.12
Bay of Plenty,2008-01-31,355000,2008.01
Bay of Plenty,2008-02-29,340000,2008.02
Bay of Plenty,2008-03-31,339000,2008.03
Bay of Plenty,2008-04-30,360000,2008.04
Bay of Plenty,2008-05-31,330000,2008.05
Bay of Plenty,2008-06-30,345000,2008.06
Bay of Plenty,2008-07-31,350000,2008.07
Bay of Plenty,2008-08-31,340000,2008.08
Bay of Plenty,2008-09-30,325250,2008.09
Bay of Plenty,2008-10-31,335000,2008.10
Bay of Plenty,2008-11-30,300000,2008.11
Bay of Plenty,2008-12-31,320000,2008.12
Bay of Plenty,2009-01-31,320000,2009.01
Bay of Plenty,2009-02-28,340000,2009.02
Bay of Plenty,2009-03-31,340000,2009.03
Bay of Plenty,2009-04-30,330000,2009.04
Bay of Plenty,2009-05-31,330000,2009.05
Bay of Plenty,2009-06-30,339000,2009.06
Bay of Plenty,2009-07-31,330000,2009.07
Bay of Plenty,2009-08-31,330000,2009.08
Bay of Plenty,2009-09-30,340000,2009.09
Bay of Plenty,2009-10-31,355000,2009.10
Bay of Plenty,2009-11-30,355000,2009.11
Bay of Plenty,2009-12-31,320000,2009.12
Bay of Plenty,2010-01-31,342000,2010.01
Bay of Plenty,2010-02-28,335000,2010.02
Bay of Plenty,2010-03-31,348000,2010.03
Bay of Plenty,2010-04-30,345000,2010.04
Bay of Plenty,2010-05-31,320000,2010.05
Bay of Plenty,2010-06-30,326000,2010.06
Bay of Plenty,2010-07-31,335000,2010.07
Bay of Plenty,2010-08-31,347000,2010.08
Bay of Plenty,2010-09-30,325000,2010.09
Bay of Plenty,2010-10-31,327000,2010.10
Bay of Plenty,2010-11-30,345000,2010.11
Bay of Plenty,2010-12-31,335000,2010.12
Bay of Plenty,2011-01-31,330000,2011.01
Bay of Plenty,2011-02-28,315000,2011.02
Bay of Plenty,2011-03-31,330000,2011.03
Bay of Plenty,2011-04-30,320000,2011.04
Bay of Plenty,2011-05-31,340000,2011.05
Bay of Plenty,2011-06-30,340000,2011.06
Bay of Plenty,2011-07-31,325000,2011.07
Bay of Plenty,2011-08-31,336250,2011.08
Bay of Plenty,2011-09-30,316000,2011.09
Bay of Plenty,2011-10-31,345000,2011.10
Bay of Plenty,2011-11-30,329000,2011.11
Bay of Plenty,2011-12-31,310000,2011.12
Bay of Plenty,2012-01-31,330000,2012.01
Bay of Plenty,2012-02-29,336000,2012.02
Bay of Plenty,2012-03-31,335000,2012.03
Bay of Plenty,2012-04-30,330000,2012.04
Bay of Plenty,2012-05-31,329000,2012.05
Bay of Plenty,2012-06-30,334500,2012.06
Bay of Plenty,2012-07-31,325000,2012.07
Bay of Plenty,2012-08-31,315000,2012.08
Bay of Plenty,2012-09-30,325000,2012.09
Bay of Plenty,2012-10-31,330000,2012.10
Bay of Plenty,2012-11-30,332000,2012.11
Bay of Plenty,2012-12-31,335000,2012.12
Bay of Plenty,2013-01-31,325000,2013.01
Bay of Plenty,2013-02-28,357000,2013.02
Bay of Plenty,2013-03-31,333000,2013.03
Bay of Plenty,2013-04-30,345000,2013.04
Bay of Plenty,2013-05-31,352000,2013.05
Bay of Plenty,2013-06-30,345000,2013.06
Bay of Plenty,2013-07-31,330000,2013.07
Bay of Plenty,2013-08-31,350000,2013.08
Bay of Plenty,2013-09-30,335000,2013.09
Bay of Plenty,2013-10-31,359250,2013.10
Bay of Plenty,2013-11-30,365000,2013.11
Bay of Plenty,2013-12-31,369000,2013.12
Bay of Plenty,2014-01-31,369000,2014.01
Bay of Plenty,2014-02-28,385000,2014.02
Bay of Plenty,2014-03-31,374000,2014.03
Bay of Plenty,2014-04-30,394500,2014.04
Bay of Plenty,2014-05-31,364500,2014.05
Bay of Plenty,2014-06-30,380000,2014.06
Bay of Plenty,2014-07-31,370000,2014.07
Bay of Plenty,2014-08-31,360000,2014.08
Bay of Plenty,2014-09-30,374000,2014.09
Bay of Plenty,2014-10-31,371000,2014.10
Bay of Plenty,2014-11-30,388000,2014.11
Bay of Plenty,2014-12-31,390000,2014.12
Bay of Plenty,2015-01-31,379000,2015.01
Bay of Plenty,2015-02-28,385000,2015.02
Bay of Plenty,2015-03-31,405000,2015.03
Bay of Plenty,2015-04-30,385000,2015.04
Bay of Plenty,2015-05-31,400000,2015.05
Bay of Plenty,2015-06-30,390000,2015.06
Bay of Plenty,2015-07-31,403500,2015.07
Bay of Plenty,2015-08-31,385000,2015.08
Bay of Plenty,2015-09-30,443000,2015.09
Bay of Plenty,2015-10-31,420000,2015.10
Bay of Plenty,2015-11-30,430000,2015.11
Bay of Plenty,2015-12-31,445000,2015.12
Bay of Plenty,2016-01-31,430000,2016.01
Bay of Plenty,2016-02-29,450000,2016.02
Bay of Plenty,2016-03-31,457000,2016.03
Bay of Plenty,2016-04-30,460000,2016.04
Bay of Plenty,2016-05-31,495000,2016.05
Bay of Plenty,2016-06-30,486000,2016.06
Bay of Plenty,2016-07-31,495000,2016.07
Bay of Plenty,2016-08-31,490000,2016.08
Bay of Plenty,2016-09-30,500000,2016.09
Bay of Plenty,2016-10-31,504000,2016.10
Bay of Plenty,2016-11-30,511000,2016.11
Bay of Plenty,2016-12-31,496500,2016.12
Bay of Plenty,2017-01-31,522000,2017.01
Bay of Plenty,2017-02-28,502450,2017.02
Bay of Plenty,2017-03-31,541660,2017.03
Bay of Plenty,2017-04-30,525000,2017.04
Bay of Plenty,2017-05-31,538000,2017.05
Bay of Plenty,2017-06-30,557500,2017.06
Bay of Plenty,2017-07-31,490000,2017.07
Bay of Plenty,2017-08-31,535000,2017.08
Bay of Plenty,2017-09-30,547500,2017.09
Bay of Plenty,2017-10-31,526000,2017.10
Bay of Plenty,2017-11-30,572000,2017.11
Bay of Plenty,2017-12-31,598000,2017.12
Bay of Plenty,2018-01-31,535000,2018.01
Bay of Plenty,2018-02-28,550000,2018.02
Bay of Plenty,2018-03-31,575000,2018.03
Bay of Plenty,2018-04-30,572000,2018.04
Bay of Plenty,2018-05-31,589700,2018.05
Bay of Plenty,2018-06-30,574000,2018.06
Bay of Plenty,2018-07-31,580000,2018.07
Bay of Plenty,2018-08-31,560000,2018.08
Bay of Plenty,2018-09-30,550000,2018.09
Bay of Plenty,2018-10-31,575000,2018.10
Bay of Plenty,2018-11-30,590000,2018.11
Bay of Plenty,2018-12-31,610000,2018.12
Bay of Plenty,2019-01-31,580000,2019.01
Bay of Plenty,2019-02-28,587000,2019.02
Bay of Plenty,2019-03-31,585000,2019.03
Bay of Plenty,2019-04-30,600000,2019.04
Bay of Plenty,2019-05-31,595000,2019.05
Bay of Plenty,2019-06-30,596000,2019.06
Bay of Plenty,2019-07-31,570000,2019.07
Bay of Plenty,2019-08-31,599000,2019.08
Bay of Plenty,2019-09-30,602000,2019.09
Bay of Plenty,2019-10-31,620000,2019.10
Bay of Plenty,2019-11-30,636000,2019.11
Bay of Plenty,2019-12-31,635000,2019.12
Bay of Plenty,2020-01-31,680000,2020.01
Bay of Plenty,2020-02-29,669000,2020.02
Bay of Plenty,2020-03-31,660000,2020.03
Bay of Plenty,2020-04-30,630000,2020.04
Bay of Plenty,2020-05-31,620000,2020.05
Bay of Plenty,2020-06-30,648000,2020.06
Bay of Plenty,2020-07-31,660000,2020.07
Bay of Plenty,2020-08-31,670000,2020.08
Bay of Plenty,2020-09-30,710000,2020.09
Bay of Plenty,2020-10-31,725000,2020.10
Bay of Plenty,2020-11-30,750000,2020.11
Bay of Plenty,2020-12-31,720000,2020.12
Bay of Plenty,2021-01-31,767000,2021.01
Bay of Plenty,2021-02-28,848250,2021.02
Gisborne,1992-01-31,79000,1992.01
Gisborne,1992-02-29,75000,1992.02
Gisborne,1992-03-31,83000,1992.03
Gisborne,1992-04-30,79000,1992.04
Gisborne,1992-05-31,85000,1992.05
Gisborne,1992-06-30,73500,1992.06
Gisborne,1992-07-31,75000,1992.07
Gisborne,1992-08-31,85500,1992.08
Gisborne,1992-09-30,78000,1992.09
Gisborne,1992-10-31,82500,1992.10
Gisborne,1992-11-30,84000,1992.11
Gisborne,1992-12-31,84000,1992.12
Gisborne,1993-01-31,88000,1993.01
Gisborne,1993-02-28,85000,1993.02
Gisborne,1993-03-31,82000,1993.03
Gisborne,1993-04-30,87500,1993.04
Gisborne,1993-05-31,85000,1993.05
Gisborne,1993-06-30,78000,1993.06
Gisborne,1993-07-31,85000,1993.07
Gisborne,1993-08-31,93000,1993.08
Gisborne,1993-09-30,100000,1993.09
Gisborne,1993-10-31,99500,1993.10
Gisborne,1993-11-30,90500,1993.11
Gisborne,1993-12-31,85000,1993.12
Gisborne,1994-01-31,92000,1994.01
Gisborne,1994-02-28,103000,1994.02
Gisborne,1994-03-31,100000,1994.03
Gisborne,1994-04-30,110000,1994.04
Gisborne,1994-05-31,97000,1994.05
Gisborne,1994-06-30,108000,1994.06
Gisborne,1994-07-31,103000,1994.07
Gisborne,1994-08-31,115000,1994.08
Gisborne,1994-09-30,105000,1994.09
Gisborne,1994-10-31,112000,1994.10
Gisborne,1994-11-30,130000,1994.11
Gisborne,1994-12-31,129000,1994.12
Gisborne,1995-01-31,126000,1995.01
Gisborne,1995-02-28,96000,1995.02
Gisborne,1995-03-31,107000,1995.03
Gisborne,1995-04-30,95000,1995.04
Gisborne,1995-05-31,115000,1995.05
Gisborne,1995-06-30,106500,1995.06
Gisborne,1995-07-31,121000,1995.07
Gisborne,1995-08-31,105000,1995.08
Gisborne,1995-09-30,116000,1995.09
Gisborne,1995-10-31,115000,1995.10
Gisborne,1995-11-30,110000,1995.11
Gisborne,1995-12-31,118500,1995.12
Gisborne,1996-01-31,115000,1996.01
Gisborne,1996-02-29,112500,1996.02
Gisborne,1996-03-31,110000,1996.03
Gisborne,1996-04-30,105000,1996.04
Gisborne,1996-05-31,121500,1996.05
Gisborne,1996-06-30,116000,1996.06
Gisborne,1996-07-31,123000,1996.07
Gisborne,1996-08-31,110000,1996.08
Gisborne,1996-09-30,107000,1996.09
Gisborne,1996-10-31,110000,1996.10
Gisborne,1996-11-30,120000,1996.11
Gisborne,1996-12-31,113000,1996.12
Gisborne,1997-01-31,125500,1997.01
Gisborne,1997-02-28,115000,1997.02
Gisborne,1997-03-31,115000,1997.03
Gisborne,1997-04-30,110000,1997.04
Gisborne,1997-05-31,110000,1997.05
Gisborne,1997-06-30,110000,1997.06
Gisborne,1997-07-31,120000,1997.07
Gisborne,1997-08-31,105000,1997.08
Gisborne,1997-09-30,106000,1997.09
Gisborne,1997-10-31,122500,1997.10
Gisborne,1997-11-30,125000,1997.11
Gisborne,1997-12-31,112000,1997.12
Gisborne,1998-01-31,95000,1998.01
Gisborne,1998-02-28,93500,1998.02
Gisborne,1998-03-31,93000,1998.03
Gisborne,1998-04-30,89500,1998.04
Gisborne,1998-05-31,90000,1998.05
Gisborne,1998-06-30,104000,1998.06
Gisborne,1998-07-31,100000,1998.07
Gisborne,1998-08-31,93000,1998.08
Gisborne,1998-09-30,95000,1998.09
Gisborne,1998-10-31,84000,1998.10
Gisborne,1998-11-30,123000,1998.11
Gisborne,1998-12-31,90000,1998.12
Gisborne,1999-01-31,118000,1999.01
Gisborne,1999-02-28,110000,1999.02
Gisborne,1999-03-31,120000,1999.03
Gisborne,1999-04-30,85000,1999.04
Gisborne,1999-05-31,105000,1999.05
Gisborne,1999-06-30,95000,1999.06
Gisborne,1999-07-31,104000,1999.07
Gisborne,1999-08-31,113500,1999.08
Gisborne,1999-09-30,124000,1999.09
Gisborne,1999-10-31,100000,1999.10
Gisborne,1999-11-30,112000,1999.11
Gisborne,1999-12-31,120000,1999.12
Gisborne,2000-01-31,131000,2000.01
Gisborne,2000-02-29,108000,2000.02
Gisborne,2000-03-31,110000,2000.03
Gisborne,2000-04-30,97000,2000.04
Gisborne,2000-05-31,98000,2000.05
Gisborne,2000-06-30,100000,2000.06
Gisborne,2000-07-31,112000,2000.07
Gisborne,2000-08-31,125000,2000.08
Gisborne,2000-09-30,115000,2000.09
Gisborne,2000-10-31,101000,2000.10
Gisborne,2000-11-30,112000,2000.11
Gisborne,2000-12-31,93000,2000.12
Gisborne,2001-01-31,105000,2001.01
Gisborne,2001-02-28,99000,2001.02
Gisborne,2001-03-31,120000,2001.03
Gisborne,2001-04-30,120000,2001.04
Gisborne,2001-05-31,92000,2001.05
Gisborne,2001-06-30,100000,2001.06
Gisborne,2001-07-31,94500,2001.07
Gisborne,2001-08-31,87000,2001.08
Gisborne,2001-09-30,105000,2001.09
Gisborne,2001-10-31,93000,2001.10
Gisborne,2001-11-30,95000,2001.11
Gisborne,2001-12-31,110000,2001.12
Gisborne,2002-01-31,115000,2002.01
Gisborne,2002-02-28,106000,2002.02
Gisborne,2002-03-31,100000,2002.03
Gisborne,2002-04-30,112000,2002.04
Gisborne,2002-05-31,115000,2002.05
